status;invitation;relevance;lurker;recnum;code;itime;Q1;Q3a;Q5a;Q5b;Q5c;Q5d;Q5e;Q5f;Q5g;Q5h;Q5i;Q5j;Q5k;Q5l;Q5m;Q5n;Q5o;Q5p;Q5q;Q5r;Q6a;Q6b;Q6c;Q6d;Q6e;Q6f;Q6g;Q6h;Q6i;Q6j;Q6k;Q6l;Q6m;Q6n;Q6o;Q6p;Q6q;Q6r;Q7a;Q7b;Q7c;Q7d;Q7e;Q7f;Q8a;Q8b;Q8c;Q8d;Q8e;Q8f;Q9a;Q9b;Q9c;Q9d;Q10a;Q10b;Q10c;Q11a;Q11b;Q11c;Q11d;Q11e;Q11f;Q11g;Q12a;Q12b;Q12c;Q12d;Q13a;Q13b;Q13c;Q13d;Q13e;Q13f;Q13g;Q13h;Q13i;Q13j;Q14a;Q14b;Q14c;Q15a;Q17;Q18;Q19;Q20a;Q20b;Q21;Q22;Q23;Q24a;Q24b;V1B3T0;V1B3T1;V1B3T2;Q25;Q26;Q27;Q28a;Q28b;Q29;Q30;Q31;Q32a;Q32b;Q33;Q34;Q35;Q36a;Q36b;V2B2T0;V2B2T1;V2B2T2;Q37;Q38;Q39;Q40a;Q40b;Q41;Q42;Q43;Q44a;Q44b;Q45;Q46;Q47;Q48a;Q48b;V3B3T0;V3B3T1;V3B3T2;Q49;Q50;Q51;Q52a;Q52b;Q53;Q54;Q55;Q56a;Q56b;Q57;Q58;Q59;Q60a;Q60b;V4B1T0;V4B1T1;V4B1T2;Q61;Q62;Q63;Q64a;Q64b;Q65;Q66;Q67;Q68a;Q68b;Q69;Q70;Q71;Q72a;Q72b;V5B2T0;V5B2T1;V5B2T2;Q73;Q74;Q75;Q76a;Q76b;Q77;Q78;Q79;Q80a;Q80b;Q81;Q82;Q83;Q84a;Q84b;V6B1T0;V6B1T1;V6B1T2;Q85;Q86;Q87;Q88a;Q88b;Q89;Q89_3_text;Q90;Q91;Q91_2_text;Q92;Q93;Q94;Q95;Q96;Q97;Q98;random_15124694;random_15125852;random_15125933;random_15125048;random_15125972;random_15126093;random_15126095;random_15126101;random_15126105;random_15119837;random_1333244;random_1333248;random_1333252;random_1333706;random_1333708;random_1333710;random_1333713;random_1333715;random_1333717;random_1333720;random_1333722;random_1333724;random_1333727;random_1333729;random_1333731;random_1333734;random_1333736;random_1333738;t_insert;t_edit;date_0;date_1;date_2;date_3;date_4;date_5;date_6;date_7;date_8;date_9;date_10;date_11;date_12;date_13;date_14;date_15;date_16;date_17;date_18;date_19;date_20;date_21;date_22;Browser;BrowserVersion;OS;Device;Referer;Unsubscribed;Language
6;0;1;0;669;;13.05.2025;1;3;4;4;5;4;5;4;4;3;3;4;3;4;3;3;4;4;4;4;4;4;4;4;4;5;3;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;2;4;4;4;4;3;3;3;3;1;2;5;4;3;3;3;4;4;4;4;5;3;3;4;3;4;3;4;4;3;3;3;3;3;3;4;3;3;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;16;11;3;5;4;72;74;5;4;5;-2;-2;-1;76;76;6;4;5;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;24;1;-2;5;3;5;70;2;4;7;15,10,11,5,18,6,14,12,13,8,9,4,16,17,2,1,7,3;17,7,13,5,4,15,14,10,3,18,8,9,11,12,6,2,16,1;5,3,1,4,2,6;6,1,5,4,3,2;1,2,4,3;2,1,3;5,3,1,2,4,7,6;1,2,3,4;3,10,8,4,2,6,9,1,5,7;2,1,3;;;;;;;;;;V4B2T0;V4B3T2;V4B1T2;;;;;;;13.05.2025 10:47:34;13.05.2025 10:54:44;13.05.2025 10:47:37;13.05.2025 10:47:40;13.05.2025 10:47:45;13.05.2025 10:48:30;13.05.2025 10:49:11;13.05.2025 10:49:50;13.05.2025 10:51:14;13.05.2025 10:52:02;13.05.2025 10:52:31;13.05.2025 10:52:37;13.05.2025 10:52:37;;;;;13.05.2025 10:53:13;13.05.2025 10:53:34;13.05.2025 10:53:51;13.05.2025 10:53:51;;;13.05.2025 10:54:38;13.05.2025 10:54:44;"Mozilla/5.0 (Linux; arm_64; Android 12; BTK-W09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.96 YaBrowser/25.2.6.96.01 Safari/537.36";Chrome 132.0;Android;Phone;https://iframe-tasks.yandex/;0;
6;0;1;0;670;;13.05.2025;1;3;5;5;3;5;5;5;3;3;3;3;3;3;3;3;3;3;5;5;5;5;3;5;5;5;3;3;3;3;3;3;3;3;3;3;5;5;3;3;3;5;3;2;3;3;3;5;5;5;3;3;3;3;5;5;5;3;3;3;5;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;0;4;4;4;0;0;4;4;4;-2;-1;-2;0;0;4;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;36;1;-2;3;3;4;75;1;4;7;14,6,13,8,16,7,10,17,4,3,2,5,15,18,11,9,1,12;18,16,2,4,14,10,11,17,13,8,5,3,7,12,9,15,6,1;5,4,3,6,2,1;2,6,3,5,1,4;1,2,4,3;3,1,2;4,1,7,2,3,6,5;1,2,4,3;3,9,1,5,8,2,6,10,4,7;1,2,3;;;;;;;;;;;;;V5B3T1;V5B1T1;V5B2T1;;;;13.05.2025 10:47:36;13.05.2025 11:00:14;13.05.2025 10:47:58;13.05.2025 10:48:05;13.05.2025 10:48:43;13.05.2025 10:50:35;13.05.2025 10:51:40;13.05.2025 10:53:13;13.05.2025 10:54:50;13.05.2025 10:55:44;13.05.2025 10:56:08;13.05.2025 10:56:17;13.05.2025 11:00:14;;;;;;;13.05.2025 10:57:34;13.05.2025 10:57:59;13.05.2025 10:58:10;13.05.2025 11:00:10;13.05.2025 10:59:46;13.05.2025 10:59:59;"Mozilla/5.0 (Linux; arm_64; Android 13; SM-A325F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.107 YaBrowser/25.4.2.107.00 SA/3 Mobile Safari/537.36";Chrome 134.0;Android;Phone;0;0;
6;0;1;0;671;;13.05.2025;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;2;3;2;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;57;61;2;5;5;55;53;4;5;4;-2;-2;-1;55;55;4;4;4;2;-2;53;1;-2;5;3;2;41;4;2;4;6,17,1,8,9,11,13,14,10,12,5,7,15,4,16,2,3,18;1,16,5,9,10,13,4,7,3,15,8,12,14,18,11,6,17,2;5,1,2,6,3,4;6,4,1,3,5,2;4,2,1,3;2,1,3;2,6,7,1,4,5,3;4,1,3,2;4,8,2,7,1,5,6,3,9,10;3,2,1;;;;;;;;;;;;;;;;V6B3T1;V6B2T2;V6B1T2;13.05.2025 10:47:39;13.05.2025 10:50:55;13.05.2025 10:47:41;13.05.2025 10:47:44;13.05.2025 10:47:49;13.05.2025 10:48:10;13.05.2025 10:48:27;13.05.2025 10:48:50;13.05.2025 10:49:11;13.05.2025 10:49:30;13.05.2025 10:49:38;13.05.2025 10:49:40;13.05.2025 10:49:40;;;;;;;;;13.05.2025 10:49:52;13.05.2025 10:50:09;13.05.2025 10:50:46;13.05.2025 10:50:55;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";Chrome 0.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;672;;13.05.2025;1;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;3;3;4;3;3;4;3;3;4;4;4;3;3;4;4;5;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;14,4,17,9,8,10,6,12,3,7,18,13,16,2,1,5,11,15;14,2,12,15,6,7,1,10,16,9,8,13,5,3,4,18,17,11;5,1,2,3,4,6;5,2,3,4,1,6;;;;;;;V1B1T1;V1B2T1;V1B3T0;;;;;;;;;;;;;;;;13.05.2025 10:47:40;13.05.2025 10:49:56;13.05.2025 10:47:44;13.05.2025 10:47:48;13.05.2025 10:48:10;13.05.2025 10:49:04;13.05.2025 10:49:56;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36";Chrome 0.0;Android;Phone;0;0;
5;0;1;0;673;;13.05.2025;1;3;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;100;7;2;6;48;47;4;4;4;-1;-2;-2;0;0;2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;46;1;-2;5;3;4;22;2;4;7;9,13,8,12,11,1,18,16,15,2,7,5,14,6,10,17,4,3;6,4,1,11,15,3,14,5,10,9,18,12,13,8,7,17,16,2;4,2,3,6,5,1;3,5,2,6,4,1;2,4,3,1;1,3,2;4,2,7,1,5,6,3;3,2,4,1;8,5,4,3,1,6,9,7,10,2;3,1,2;;;;V2B1T2;V2B3T1;V2B2T0;;;;;;;;;;;;;13.05.2025 10:48:08;13.05.2025 10:57:38;13.05.2025 10:48:13;13.05.2025 10:48:17;13.05.2025 10:48:24;13.05.2025 10:51:26;13.05.2025 10:52:01;13.05.2025 10:52:48;13.05.2025 10:53:16;13.05.2025 10:53:47;13.05.2025 10:54:27;13.05.2025 10:54:38;13.05.2025 10:54:38;13.05.2025 10:55:40;13.05.2025 10:56:22;13.05.2025 10:56:52;13.05.2025 10:56:52;;;;;;;13.05.2025 10:57:38;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 YaBrowser/24.10.0.0 Safari/537.36";Chrome 128.0;Win10;PC;https://iframe-tasks.yandex/;0;
3;0;0;1;674;;13.05.2025;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.05.2025 10:48:11;13.05.2025 10:48:11;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36";Chrome 0.0;Android;Phone;0;0;
6;0;1;0;675;;13.05.2025;1;3;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;4;4;3;3;3;4;4;4;4;4;4;3;3;4;4;3;4;4;4;4;4;5;2;3;3;3;4;3;4;4;4;4;4;4;3;3;3;4;4;4;3;4;5;2;3;3;3;4;4;4;5;5;5;2;4;2;3;5;3;4;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;40;46;3;3;3;0;32;2;3;2;-2;-2;-1;0;12;4;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;23;1;-2;5;4;1;67;4;3;7;4,9,1,17,15,13,14,8,12,18,3,5,2,11,6,7,16,10;16,9,13,15,12,17,2,10,14,8,4,3,18,5,11,1,7,6;3,1,2,4,6,5;3,1,4,5,2,6;3,4,2,1;1,3,2;1,3,4,6,7,2,5;2,3,4,1;9,2,1,10,8,4,6,3,7,5;1,3,2;;;;;;;;;;V4B2T1;V4B3T1;V4B1T2;;;;;;;13.05.2025 10:48:12;13.05.2025 10:54:57;13.05.2025 10:48:18;13.05.2025 10:48:20;13.05.2025 10:48:28;13.05.2025 10:49:16;13.05.2025 10:49:51;13.05.2025 10:50:30;13.05.2025 10:51:14;13.05.2025 10:52:35;13.05.2025 10:52:56;13.05.2025 10:53:00;13.05.2025 10:53:00;;;;;13.05.2025 10:53:39;13.05.2025 10:54:03;13.05.2025 10:54:21;13.05.2025 10:54:21;;;13.05.2025 10:54:51;13.05.2025 10:54:57;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36";Chrome 135.0;Android;Phone;0;0;
6;0;1;0;676;;13.05.2025;1;3;3;3;3;4;4;3;4;2;3;4;4;4;3;2;3;3;2;3;2;2;4;3;4;2;3;4;4;3;3;2;4;3;2;4;2;2;4;2;3;3;3;2;3;3;2;3;2;4;3;3;2;3;2;3;4;2;3;3;4;4;3;5;3;4;2;2;2;3;3;4;2;2;4;2;4;3;2;4;2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;27;68;3;2;5;11;77;3;2;4;-1;-2;-2;31;74;4;2;5;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;31;1;-2;3;3;3;8;4;3;3;17,16,3,15,12,5,6,10,7,14,11,1,8,13,9,2,4,18;15,7,14,12,16,5,18,4,8,1,9,10,11,2,3,6,13,17;2,3,5,1,4,6;5,2,1,3,4,6;4,2,1,3;2,1,3;2,7,3,6,4,1,5;1,4,2,3;9,8,10,2,7,3,5,6,4,1;1,2,3;;;;;;;;;;;;;V5B3T2;V5B1T2;V5B2T0;;;;13.05.2025 10:48:18;13.05.2025 10:52:34;13.05.2025 10:48:22;13.05.2025 10:48:26;13.05.2025 10:48:32;13.05.2025 10:49:06;13.05.2025 10:49:38;13.05.2025 10:50:04;13.05.2025 10:50:34;13.05.2025 10:51:04;13.05.2025 10:51:14;13.05.2025 10:51:19;13.05.2025 10:51:19;;;;;;;13.05.2025 10:51:34;13.05.2025 10:51:48;13.05.2025 10:52:02;13.05.2025 10:52:02;13.05.2025 10:52:27;13.05.2025 10:52:34;"Mozilla/5.0 (Linux; arm; Android 9; JAT-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.107 YaBrowser/25.4.2.107.00 SA/3 Mobile Safari/537.36";Chrome 134.0;Android;Phone;https://iframe-tasks.yandex/;0;
3;0;0;1;677;;13.05.2025;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.05.2025 10:48:22;13.05.2025 10:48:22;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 YaBrowser/24.10.0.0 Safari/537.36";Chrome 128.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;678;;13.05.2025;1;3;4;4;4;4;4;4;5;4;4;5;4;4;4;4;4;4;5;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;2;4;4;4;4;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;3;4;3;1;3;1;3;4;3;4;3;75;75;5;4;5;50;50;4;5;4;-2;-1;-2;4;4;3;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;24;1;-2;3;2;4;66;2;3;6;15,3,7,14,17,10,6,1,11,4,13,16,5,18,9,12,8,2;3,4,7,16,1,9,13,18,5,15,6,8,14,10,2,17,11,12;2,6,5,1,3,4;3,5,4,2,6,1;4,3,1,2;1,2,3;2,1,4,6,3,7,5;2,3,4,1;1,6,3,9,7,2,5,10,8,4;1,3,2;V1B1T0;V1B2T0;V1B3T1;;;;;;;;;;;;;;;;13.05.2025 10:48:27;13.05.2025 11:07:02;13.05.2025 10:48:31;13.05.2025 10:48:34;13.05.2025 10:48:40;13.05.2025 10:49:56;13.05.2025 10:51:05;13.05.2025 10:51:59;13.05.2025 10:53:07;13.05.2025 10:59:42;13.05.2025 11:01:12;13.05.2025 11:03:47;13.05.2025 11:04:43;13.05.2025 11:05:50;13.05.2025 11:05:50;;;;;;;;;13.05.2025 11:06:57;13.05.2025 11:07:02;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 YaBrowser/24.10.1.446.10 SA/3 Mobile/15E148 Safari/604.1";Safari 0.0;iOS;Phone;https://iframe-tasks.yandex/;0;
6;0;1;0;679;;13.05.2025;1;3;2;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;1;2;3;3;2;4;4;4;3;2;3;2;1;1;1;1;1;1;1;2;2;5;2;3;2;3;4;4;2;2;2;2;4;5;5;3;4;5;5;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;0;1;7;1;53;53;4;4;7;-2;-1;-2;0;0;1;7;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;29;1;-2;5;1;4;1;4;3;6;6,18,13,7,16,17,2,3,10,15,9,8,12,11,5,4,14,1;14,18,4,13,12,3,11,2,10,17,1,6,16,7,8,9,5,15;3,1,2,4,5,6;6,5,3,4,1,2;3,2,4,1;2,1,3;6,1,4,2,3,5,7;1,4,3,2;7,3,6,4,8,1,9,10,5,2;3,1,2;;;;V2B1T2;V2B3T1;V2B2T1;;;;;;;;;;;;;13.05.2025 10:48:30;13.05.2025 11:00:46;13.05.2025 10:48:37;13.05.2025 10:48:43;13.05.2025 10:48:50;13.05.2025 10:49:53;13.05.2025 10:50:20;13.05.2025 10:51:26;13.05.2025 10:52:27;13.05.2025 10:56:01;13.05.2025 10:57:04;13.05.2025 10:57:12;13.05.2025 10:57:12;13.05.2025 10:58:45;13.05.2025 10:59:39;13.05.2025 10:59:56;13.05.2025 10:59:56;;;;;;;13.05.2025 11:00:39;13.05.2025 11:00:46;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";Chrome 0.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;680;;13.05.2025;1;3;1;2;1;5;4;4;1;5;5;2;4;4;2;4;1;4;5;1;1;4;4;4;2;4;1;4;2;4;4;4;1;4;2;1;4;2;2;5;2;5;1;2;2;1;2;5;5;4;4;3;4;3;4;4;2;1;2;2;2;2;2;5;4;4;4;4;4;4;4;2;4;2;2;4;1;3;4;3;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;41;54;4;3;4;9;14;2;7;2;-2;-1;-2;3;65;2;5;5;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;18;1;-2;3;2;5;38;2;3;6;13,17,9,15,7,18,8,3,1,10,4,2,6,5,11,16,12,14;4,9,8,17,15,14,13,18,16,3,10,5,12,11,6,2,1,7;4,2,5,6,1,3;6,3,2,4,1,5;2,4,3,1;2,1,3;3,7,1,6,5,4,2;1,3,2,4;4,10,2,1,8,5,7,3,9,6;2,3,1;;;;;;;V3B2T1;V3B1T2;V3B3T1;;;;;;;;;;13.05.2025 10:48:31;13.05.2025 11:00:13;13.05.2025 10:48:36;13.05.2025 10:48:40;13.05.2025 10:49:02;13.05.2025 10:50:23;13.05.2025 10:51:24;13.05.2025 10:52:29;13.05.2025 10:53:48;13.05.2025 10:56:18;13.05.2025 10:57:12;13.05.2025 10:57:21;13.05.2025 10:57:21;;;13.05.2025 10:57:50;13.05.2025 10:58:35;13.05.2025 10:59:04;13.05.2025 10:59:04;;;;;13.05.2025 11:00:13;;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36";Chrome 134.0;Android;Phone;0;0;
